Country,Variable,ModelType,Score_RMSE
Trinidad and Tobago,E_FemaleUnemployment,Quadratic,
Trinidad and Tobago,E_FemaleUnemployment,Cubic,
Trinidad and Tobago,E_FemaleUnemployment,AutoReg1Lags,
Trinidad and Tobago,E_FemaleUnemployment,AutoReg2Lags,
Trinidad and Tobago,E_FemaleUnemployment,AutoReg3Lags,
Trinidad and Tobago,E_FemaleUnemployment,Constant,
Trinidad and Tobago,E_ImportsPctOfGDP,Linear,
Trinidad and Tobago,E_ImportsPctOfGDP,Quadratic,
Trinidad and Tobago,E_ImportsPctOfGDP,Cubic,
Trinidad and Tobago,E_ImportsPctOfGDP,AutoReg1Lags,
Trinidad and Tobago,E_ImportsPctOfGDP,AutoReg2Lags,
Trinidad and Tobago,E_ImportsPctOfGDP,AutoReg3Lags,
Trinidad and Tobago,E_ImportsPctOfGDP,Constant,
Trinidad and Tobago,P_GovernmentEffectiveness,Linear,
Trinidad and Tobago,P_GovernmentEffectiveness,Quadratic,
Trinidad and Tobago,P_GovernmentEffectiveness,Cubic,
Trinidad and Tobago,P_GovernmentEffectiveness,AutoReg1Lags,
Trinidad and Tobago,P_GovernmentEffectiveness,AutoReg2Lags,
Trinidad and Tobago,P_GovernmentEffectiveness,AutoReg3Lags,
Trinidad and Tobago,P_GovernmentEffectiveness,Constant,
Trinidad and Tobago,P_ControlOfCorruption,Linear,
Trinidad and Tobago,P_ControlOfCorruption,Quadratic,
Trinidad and Tobago,P_ControlOfCorruption,Cubic,
Trinidad and Tobago,P_ControlOfCorruption,AutoReg1Lags,
Trinidad and Tobago,P_ControlOfCorruption,AutoReg2Lags,
Trinidad and Tobago,P_ControlOfCorruption,AutoReg3Lags,
Trinidad and Tobago,P_ControlOfCorruption,Constant,
Trinidad and Tobago,P_RuleOfLaw,Linear,
Trinidad and Tobago,P_RuleOfLaw,Quadratic,
Trinidad and Tobago,P_RuleOfLaw,Cubic,
Trinidad and Tobago,P_RuleOfLaw,AutoReg1Lags,
Trinidad and Tobago,P_RuleOfLaw,AutoReg2Lags,
Trinidad and Tobago,P_RuleOfLaw,AutoReg3Lags,
Trinidad and Tobago,P_RuleOfLaw,Constant,
Trinidad and Tobago,P_CleanElectionsIndex,Linear,
Trinidad and Tobago,P_CleanElectionsIndex,Quadratic,
Trinidad and Tobago,P_CleanElectionsIndex,Cubic,
Trinidad and Tobago,P_CleanElectionsIndex,AutoReg1Lags,
Trinidad and Tobago,P_CleanElectionsIndex,AutoReg2Lags,
Trinidad and Tobago,P_CleanElectionsIndex,AutoReg3Lags,
Trinidad and Tobago,P_CleanElectionsIndex,Constant,
Trinidad and Tobago,S_AccessToCleanFuelsPctOfTotal,Linear,
Trinidad and Tobago,S_AccessToCleanFuelsPctOfTotal,Quadratic,
Trinidad and Tobago,S_AccessToCleanFuelsPctOfTotal,Cubic,
Trinidad and Tobago,S_AccessToCleanFuelsPctOfTotal,AutoReg1Lags,
Trinidad and Tobago,S_AccessToCleanFuelsPctOfTotal,AutoReg2Lags,
Trinidad and Tobago,S_AccessToCleanFuelsPctOfTotal,AutoReg3Lags,
Trinidad and Tobago,S_AccessToCleanFuelsPctOfTotal,Constant,
Trinidad and Tobago,S_UrbanPopPctOfTotal,Linear,
Trinidad and Tobago,S_UrbanPopPctOfTotal,Quadratic,
Trinidad and Tobago,S_UrbanPopPctOfTotal,Cubic,
Trinidad and Tobago,S_UrbanPopPctOfTotal,AutoReg1Lags,
Trinidad and Tobago,S_UrbanPopPctOfTotal,AutoReg2Lags,
Trinidad and Tobago,S_UrbanPopPctOfTotal,AutoReg3Lags,
Trinidad and Tobago,S_UrbanPopPctOfTotal,Constant,
Trinidad and Tobago,S_AccessToElectricityPctOfTotal,Linear,
Trinidad and Tobago,S_AccessToElectricityPctOfTotal,Quadratic,
Trinidad and Tobago,S_AccessToElectricityPctOfTotal,Cubic,
Trinidad and Tobago,S_AccessToElectricityPctOfTotal,AutoReg1Lags,
Trinidad and Tobago,S_AccessToElectricityPctOfTotal,AutoReg2Lags,
Trinidad and Tobago,S_AccessToElectricityPctOfTotal,AutoReg3Lags,
Trinidad and Tobago,S_AccessToElectricityPctOfTotal,Constant,
Trinidad and Tobago,S_UpperSecEduPctOfTotal,Linear,
Trinidad and Tobago,S_UpperSecEduPctOfTotal,Quadratic,
Trinidad and Tobago,S_UpperSecEduPctOfTotal,Cubic,
Trinidad and Tobago,S_UpperSecEduPctOfTotal,AutoReg1Lags,
Trinidad and Tobago,S_UpperSecEduPctOfTotal,AutoReg2Lags,
Trinidad and Tobago,S_UpperSecEduPctOfTotal,AutoReg3Lags,
Trinidad and Tobago,S_UpperSecEduPctOfTotal,Constant,
Trinidad and Tobago,S_CompulsoryEducationYears,Linear,
Trinidad and Tobago,S_CompulsoryEducationYears,Quadratic,
Trinidad and Tobago,S_CompulsoryEducationYears,Cubic,
Trinidad and Tobago,S_CompulsoryEducationYears,AutoReg1Lags,
Trinidad and Tobago,S_CompulsoryEducationYears,AutoReg2Lags,
Trinidad and Tobago,S_CompulsoryEducationYears,AutoReg3Lags,
Trinidad and Tobago,S_CompulsoryEducationYears,Constant,
Trinidad and Tobago,S_LaborParticipRateFemale,Linear,
Trinidad and Tobago,S_LaborParticipRateFemale,Quadratic,
Trinidad and Tobago,S_LaborParticipRateFemale,Cubic,
Trinidad and Tobago,S_LaborParticipRateFemale,AutoReg1Lags,
Trinidad and Tobago,S_LaborParticipRateFemale,AutoReg2Lags,
Trinidad and Tobago,S_LaborParticipRateFemale,AutoReg3Lags,
Trinidad and Tobago,S_LaborParticipRateFemale,Constant,
Trinidad and Tobago,S_PopulationAged14OrLess,Linear,
Trinidad and Tobago,S_PopulationAged14OrLess,Quadratic,
Trinidad and Tobago,S_PopulationAged14OrLess,Cubic,
Trinidad and Tobago,S_PopulationAged14OrLess,AutoReg1Lags,
Trinidad and Tobago,S_PopulationAged14OrLess,AutoReg2Lags,
Trinidad and Tobago,S_PopulationAged14OrLess,AutoReg3Lags,
Trinidad and Tobago,S_PopulationAged14OrLess,Constant,
Trinidad and Tobago,V_CO2PerCapita,Linear,
Trinidad and Tobago,V_CO2PerCapita,Quadratic,
Trinidad and Tobago,V_CO2PerCapita,Cubic,
Trinidad and Tobago,V_CO2PerCapita,AutoReg1Lags,
Trinidad and Tobago,V_CO2PerCapita,AutoReg2Lags,
Trinidad and Tobago,V_CO2PerCapita,AutoReg3Lags,
Trinidad and Tobago,V_CO2PerCapita,Constant,
Trinidad and Tobago,V_FertilizerUseKgPerHectare,Linear,
Trinidad and Tobago,V_FertilizerUseKgPerHectare,Quadratic,
Trinidad and Tobago,V_FertilizerUseKgPerHectare,Cubic,
Trinidad and Tobago,V_FertilizerUseKgPerHectare,AutoReg1Lags,
Trinidad and Tobago,V_FertilizerUseKgPerHectare,AutoReg2Lags,
Trinidad and Tobago,V_FertilizerUseKgPerHectare,AutoReg3Lags,
Trinidad and Tobago,V_FertilizerUseKgPerHectare,Constant,
Trinidad and Tobago,V_AgriculturalLandPctOfTotal,Linear,
Trinidad and Tobago,V_AgriculturalLandPctOfTotal,Quadratic,
Trinidad and Tobago,V_AgriculturalLandPctOfTotal,Cubic,
Trinidad and Tobago,V_AgriculturalLandPctOfTotal,AutoReg1Lags,
Trinidad and Tobago,V_AgriculturalLandPctOfTotal,AutoReg2Lags,
Trinidad and Tobago,V_AgriculturalLandPctOfTotal,AutoReg3Lags,
Trinidad and Tobago,V_AgriculturalLandPctOfTotal,Constant,
Trinidad and Tobago,V_ForestAreaPctOfTotal,Linear,
Trinidad and Tobago,V_ForestAreaPctOfTotal,Quadratic,
Trinidad and Tobago,V_ForestAreaPctOfTotal,Cubic,
Trinidad and Tobago,V_ForestAreaPctOfTotal,AutoReg1Lags,
Trinidad and Tobago,V_ForestAreaPctOfTotal,AutoReg2Lags,
Trinidad and Tobago,V_ForestAreaPctOfTotal,AutoReg3Lags,
Trinidad and Tobago,V_ForestAreaPctOfTotal,Constant,
Trinidad and Tobago,H_AirPollutionMeanExpPctOfPop,Linear,
Trinidad and Tobago,H_AirPollutionMeanExpPctOfPop,Quadratic,
Trinidad and Tobago,H_AirPollutionMeanExpPctOfPop,Cubic,
Trinidad and Tobago,H_AirPollutionMeanExpPctOfPop,AutoReg1Lags,
Trinidad and Tobago,H_AirPollutionMeanExpPctOfPop,AutoReg2Lags,
Trinidad and Tobago,H_AirPollutionMeanExpPctOfPop,AutoReg3Lags,
Trinidad and Tobago,H_AirPollutionMeanExpPctOfPop,Constant,
Trinidad and Tobago,H_TotalSuicideRate,Linear,
Trinidad and Tobago,H_TotalSuicideRate,Quadratic,
Trinidad and Tobago,H_TotalSuicideRate,Cubic,
Trinidad and Tobago,H_TotalSuicideRate,AutoReg1Lags,
Trinidad and Tobago,H_TotalSuicideRate,AutoReg2Lags,
Trinidad and Tobago,H_TotalSuicideRate,AutoReg3Lags,
Trinidad and Tobago,H_TotalSuicideRate,Constant,
Tunisia,E_GDPPerCapitaConstant,Linear,
Tunisia,E_GDPPerCapitaConstant,Quadratic,
Tunisia,E_GDPPerCapitaConstant,Cubic,
Tunisia,E_GDPPerCapitaConstant,AutoReg1Lags,
Tunisia,E_GDPPerCapitaConstant,AutoReg2Lags,
Tunisia,E_GDPPerCapitaConstant,AutoReg3Lags,
Tunisia,E_GDPPerCapitaConstant,Constant,
Tunisia,E_PovertyGap685Headcount,Linear,
Tunisia,E_PovertyGap685Headcount,Quadratic,
Tunisia,E_PovertyGap685Headcount,Cubic,
Tunisia,E_PovertyGap685Headcount,AutoReg1Lags,
Tunisia,E_PovertyGap685Headcount,AutoReg2Lags,
Tunisia,E_PovertyGap685Headcount,AutoReg3Lags,
Tunisia,E_PovertyGap685Headcount,Constant,
Tunisia,E_HealthExpenditurePerCapita,Linear,
Tunisia,E_HealthExpenditurePerCapita,Quadratic,
Tunisia,E_HealthExpenditurePerCapita,Cubic,
Tunisia,E_HealthExpenditurePerCapita,AutoReg1Lags,
Tunisia,E_HealthExpenditurePerCapita,AutoReg2Lags,
Tunisia,E_HealthExpenditurePerCapita,AutoReg3Lags,
Tunisia,E_HealthExpenditurePerCapita,Constant,
Tunisia,E_ExportsPctOfGDP,Linear,
Tunisia,E_ExportsPctOfGDP,Quadratic,
Tunisia,E_ExportsPctOfGDP,Cubic,
Tunisia,E_ExportsPctOfGDP,AutoReg1Lags,
Tunisia,E_ExportsPctOfGDP,AutoReg2Lags,
Tunisia,E_ExportsPctOfGDP,AutoReg3Lags,
Tunisia,E_ExportsPctOfGDP,Constant,
Tunisia,E_GiniIndex,Linear,
Tunisia,E_GiniIndex,Quadratic,
Tunisia,E_GiniIndex,Cubic,
Tunisia,E_GiniIndex,AutoReg1Lags,
Tunisia,E_GiniIndex,AutoReg2Lags,
Tunisia,E_GiniIndex,AutoReg3Lags,
Tunisia,E_GiniIndex,Constant,
Tunisia,E_EducationExpenditurePctOfGDP,Linear,
Tunisia,E_EducationExpenditurePctOfGDP,Quadratic,
Tunisia,E_EducationExpenditurePctOfGDP,Cubic,
Tunisia,E_EducationExpenditurePctOfGDP,AutoReg1Lags,
Tunisia,E_EducationExpenditurePctOfGDP,AutoReg2Lags,
Tunisia,E_EducationExpenditurePctOfGDP,AutoReg3Lags,
Tunisia,E_EducationExpenditurePctOfGDP,Constant,
Tunisia,E_LaborTaxPctOfProfits,Linear,
Tunisia,E_LaborTaxPctOfProfits,Quadratic,
Tunisia,E_LaborTaxPctOfProfits,Cubic,
Tunisia,E_LaborTaxPctOfProfits,AutoReg1Lags,
Tunisia,E_LaborTaxPctOfProfits,AutoReg2Lags,
Tunisia,E_LaborTaxPctOfProfits,AutoReg3Lags,
Tunisia,E_LaborTaxPctOfProfits,Constant,
Tunisia,E_ConsumerPriceInflation,Linear,
Tunisia,E_ConsumerPriceInflation,Quadratic,
Tunisia,E_ConsumerPriceInflation,Cubic,
Tunisia,E_ConsumerPriceInflation,AutoReg1Lags,
Tunisia,E_ConsumerPriceInflation,AutoReg2Lags,
Tunisia,E_ConsumerPriceInflation,AutoReg3Lags,
Tunisia,E_ConsumerPriceInflation,Constant,
Tunisia,E_FemaleUnemployment,Linear,
Tunisia,E_FemaleUnemployment,Quadratic,
Tunisia,E_FemaleUnemployment,Cubic,
Tunisia,E_FemaleUnemployment,AutoReg1Lags,
Tunisia,E_FemaleUnemployment,AutoReg2Lags,
Tunisia,E_FemaleUnemployment,AutoReg3Lags,
Tunisia,E_FemaleUnemployment,Constant,
Tunisia,E_ImportsPctOfGDP,Linear,
Tunisia,E_ImportsPctOfGDP,Quadratic,
Tunisia,E_ImportsPctOfGDP,Cubic,
Tunisia,E_ImportsPctOfGDP,AutoReg1Lags,
Tunisia,E_ImportsPctOfGDP,AutoReg2Lags,
Tunisia,E_ImportsPctOfGDP,AutoReg3Lags,
Tunisia,E_ImportsPctOfGDP,Constant,
Tunisia,P_GovernmentEffectiveness,Linear,
Tunisia,P_GovernmentEffectiveness,Quadratic,
Tunisia,P_GovernmentEffectiveness,Cubic,
Tunisia,P_GovernmentEffectiveness,AutoReg1Lags,
Tunisia,P_GovernmentEffectiveness,AutoReg2Lags,
Tunisia,P_GovernmentEffectiveness,AutoReg3Lags,
Tunisia,P_GovernmentEffectiveness,Constant,
Tunisia,P_ControlOfCorruption,Linear,
Tunisia,P_ControlOfCorruption,Quadratic,
Tunisia,P_ControlOfCorruption,Cubic,
Tunisia,P_ControlOfCorruption,AutoReg1Lags,
Tunisia,P_ControlOfCorruption,AutoReg2Lags,
Tunisia,P_ControlOfCorruption,AutoReg3Lags,
Tunisia,P_ControlOfCorruption,Constant,
Tunisia,P_RuleOfLaw,Linear,
Tunisia,P_RuleOfLaw,Quadratic,
Tunisia,P_RuleOfLaw,Cubic,
Tunisia,P_RuleOfLaw,AutoReg1Lags,
Tunisia,P_RuleOfLaw,AutoReg2Lags,
Tunisia,P_RuleOfLaw,AutoReg3Lags,
Tunisia,P_RuleOfLaw,Constant,
Tunisia,P_CleanElectionsIndex,Linear,
Tunisia,P_CleanElectionsIndex,Quadratic,
Tunisia,P_CleanElectionsIndex,Cubic,
Tunisia,P_CleanElectionsIndex,AutoReg1Lags,
Tunisia,P_CleanElectionsIndex,AutoReg2Lags,
Tunisia,P_CleanElectionsIndex,AutoReg3Lags,
Tunisia,P_CleanElectionsIndex,Constant,
Tunisia,S_AccessToCleanFuelsPctOfTotal,Linear,
Tunisia,S_AccessToCleanFuelsPctOfTotal,Quadratic,
Tunisia,S_AccessToCleanFuelsPctOfTotal,Cubic,
Tunisia,S_AccessToCleanFuelsPctOfTotal,AutoReg1Lags,
Tunisia,S_AccessToCleanFuelsPctOfTotal,AutoReg2Lags,
Tunisia,S_AccessToCleanFuelsPctOfTotal,AutoReg3Lags,
Tunisia,S_AccessToCleanFuelsPctOfTotal,Constant,
Tunisia,S_UrbanPopPctOfTotal,Linear,
Tunisia,S_UrbanPopPctOfTotal,Quadratic,
Tunisia,S_UrbanPopPctOfTotal,Cubic,
Tunisia,S_UrbanPopPctOfTotal,AutoReg1Lags,
Tunisia,S_UrbanPopPctOfTotal,AutoReg2Lags,
Tunisia,S_UrbanPopPctOfTotal,AutoReg3Lags,
Tunisia,S_UrbanPopPctOfTotal,Constant,
Tunisia,S_AccessToElectricityPctOfTotal,Linear,
Tunisia,S_AccessToElectricityPctOfTotal,Quadratic,
Tunisia,S_AccessToElectricityPctOfTotal,Cubic,
Tunisia,S_AccessToElectricityPctOfTotal,AutoReg1Lags,
Tunisia,S_AccessToElectricityPctOfTotal,AutoReg2Lags,
Tunisia,S_AccessToElectricityPctOfTotal,AutoReg3Lags,
Tunisia,S_AccessToElectricityPctOfTotal,Constant,
Tunisia,S_UpperSecEduPctOfTotal,Linear,
Tunisia,S_UpperSecEduPctOfTotal,Quadratic,
Tunisia,S_UpperSecEduPctOfTotal,Cubic,
Tunisia,S_UpperSecEduPctOfTotal,AutoReg1Lags,
Tunisia,S_UpperSecEduPctOfTotal,AutoReg2Lags,
Tunisia,S_UpperSecEduPctOfTotal,AutoReg3Lags,
Tunisia,S_UpperSecEduPctOfTotal,Constant,
Tunisia,S_CompulsoryEducationYears,Linear,
Tunisia,S_CompulsoryEducationYears,Quadratic,
Tunisia,S_CompulsoryEducationYears,Cubic,
Tunisia,S_CompulsoryEducationYears,AutoReg1Lags,
Tunisia,S_CompulsoryEducationYears,AutoReg2Lags,
Tunisia,S_CompulsoryEducationYears,AutoReg3Lags,
Tunisia,S_CompulsoryEducationYears,Constant,
Tunisia,S_LaborParticipRateFemale,Linear,
Tunisia,S_LaborParticipRateFemale,Quadratic,
Tunisia,S_LaborParticipRateFemale,Cubic,
Tunisia,S_LaborParticipRateFemale,AutoReg1Lags,
Tunisia,S_LaborParticipRateFemale,AutoReg2Lags,
Tunisia,S_LaborParticipRateFemale,AutoReg3Lags,
Tunisia,S_LaborParticipRateFemale,Constant,
Tunisia,S_PopulationAged14OrLess,Linear,
Tunisia,S_PopulationAged14OrLess,Quadratic,
Tunisia,S_PopulationAged14OrLess,Cubic,
Tunisia,S_PopulationAged14OrLess,AutoReg1Lags,
Tunisia,S_PopulationAged14OrLess,AutoReg2Lags,
Tunisia,S_PopulationAged14OrLess,AutoReg3Lags,
Tunisia,S_PopulationAged14OrLess,Constant,
Tunisia,V_CO2PerCapita,Linear,
Tunisia,V_CO2PerCapita,Quadratic,
Tunisia,V_CO2PerCapita,Cubic,
Tunisia,V_CO2PerCapita,AutoReg1Lags,
Tunisia,V_CO2PerCapita,AutoReg2Lags,
Tunisia,V_CO2PerCapita,AutoReg3Lags,
Tunisia,V_CO2PerCapita,Constant,
Tunisia,V_FertilizerUseKgPerHectare,Linear,
Tunisia,V_FertilizerUseKgPerHectare,Quadratic,
Tunisia,V_FertilizerUseKgPerHectare,Cubic,
Tunisia,V_FertilizerUseKgPerHectare,AutoReg1Lags,
Tunisia,V_FertilizerUseKgPerHectare,AutoReg2Lags,
Tunisia,V_FertilizerUseKgPerHectare,AutoReg3Lags,
Tunisia,V_FertilizerUseKgPerHectare,Constant,
Tunisia,V_AgriculturalLandPctOfTotal,Linear,
Tunisia,V_AgriculturalLandPctOfTotal,Quadratic,
Tunisia,V_AgriculturalLandPctOfTotal,Cubic,
Tunisia,V_AgriculturalLandPctOfTotal,AutoReg1Lags,
Tunisia,V_AgriculturalLandPctOfTotal,AutoReg2Lags,
Tunisia,V_AgriculturalLandPctOfTotal,AutoReg3Lags,
Tunisia,V_AgriculturalLandPctOfTotal,Constant,
Tunisia,V_ForestAreaPctOfTotal,Linear,
Tunisia,V_ForestAreaPctOfTotal,Quadratic,
Tunisia,V_ForestAreaPctOfTotal,Cubic,
Tunisia,V_ForestAreaPctOfTotal,AutoReg1Lags,
Tunisia,V_ForestAreaPctOfTotal,AutoReg2Lags,
Tunisia,V_ForestAreaPctOfTotal,AutoReg3Lags,
Tunisia,V_ForestAreaPctOfTotal,Constant,
Tunisia,H_AirPollutionMeanExpPctOfPop,Linear,
Tunisia,H_AirPollutionMeanExpPctOfPop,Quadratic,
Tunisia,H_AirPollutionMeanExpPctOfPop,Cubic,
Tunisia,H_AirPollutionMeanExpPctOfPop,AutoReg1Lags,
Tunisia,H_AirPollutionMeanExpPctOfPop,AutoReg2Lags,
Tunisia,H_AirPollutionMeanExpPctOfPop,AutoReg3Lags,
Tunisia,H_AirPollutionMeanExpPctOfPop,Constant,
Tunisia,H_TotalSuicideRate,Linear,
Tunisia,H_TotalSuicideRate,Quadratic,
Tunisia,H_TotalSuicideRate,Cubic,
Tunisia,H_TotalSuicideRate,AutoReg1Lags,
Tunisia,H_TotalSuicideRate,AutoReg2Lags,
Tunisia,H_TotalSuicideRate,AutoReg3Lags,
Tunisia,H_TotalSuicideRate,Constant,
Turkey,E_GDPPerCapitaConstant,Linear,
Turkey,E_GDPPerCapitaConstant,Quadratic,
Turkey,E_GDPPerCapitaConstant,Cubic,
Turkey,E_GDPPerCapitaConstant,AutoReg1Lags,
Turkey,E_GDPPerCapitaConstant,AutoReg2Lags,
Turkey,E_GDPPerCapitaConstant,AutoReg3Lags,
Turkey,E_GDPPerCapitaConstant,Constant,
Turkey,E_PovertyGap685Headcount,Linear,
Turkey,E_PovertyGap685Headcount,Quadratic,
Turkey,E_PovertyGap685Headcount,Cubic,
Turkey,E_PovertyGap685Headcount,AutoReg1Lags,
Turkey,E_PovertyGap685Headcount,AutoReg2Lags,
Turkey,E_PovertyGap685Headcount,AutoReg3Lags,
Turkey,E_PovertyGap685Headcount,Constant,
Turkey,E_HealthExpenditurePerCapita,Linear,
Turkey,E_HealthExpenditurePerCapita,Quadratic,
Turkey,E_HealthExpenditurePerCapita,Cubic,
Turkey,E_HealthExpenditurePerCapita,AutoReg1Lags,
Turkey,E_HealthExpenditurePerCapita,AutoReg2Lags,
Turkey,E_HealthExpenditurePerCapita,AutoReg3Lags,
Turkey,E_HealthExpenditurePerCapita,Constant,
Turkey,E_ExportsPctOfGDP,Linear,
Turkey,E_ExportsPctOfGDP,Quadratic,
Turkey,E_ExportsPctOfGDP,Cubic,
Turkey,E_ExportsPctOfGDP,AutoReg1Lags,
Turkey,E_ExportsPctOfGDP,AutoReg2Lags,
Turkey,E_ExportsPctOfGDP,AutoReg3Lags,
Turkey,E_ExportsPctOfGDP,Constant,
Turkey,E_GiniIndex,Linear,
Turkey,E_GiniIndex,Quadratic,
Turkey,E_GiniIndex,Cubic,
Turkey,E_GiniIndex,AutoReg1Lags,
Turkey,E_GiniIndex,AutoReg2Lags,
Turkey,E_GiniIndex,AutoReg3Lags,
Turkey,E_GiniIndex,Constant,
Turkey,E_EducationExpenditurePctOfGDP,Linear,
Turkey,E_EducationExpenditurePctOfGDP,Quadratic,
Turkey,E_EducationExpenditurePctOfGDP,Cubic,
Turkey,E_EducationExpenditurePctOfGDP,AutoReg1Lags,
Turkey,E_EducationExpenditurePctOfGDP,AutoReg2Lags,
Turkey,E_EducationExpenditurePctOfGDP,AutoReg3Lags,
Turkey,E_EducationExpenditurePctOfGDP,Constant,
Turkey,E_LaborTaxPctOfProfits,Linear,
Turkey,E_LaborTaxPctOfProfits,Quadratic,
Turkey,E_LaborTaxPctOfProfits,Cubic,
Turkey,E_LaborTaxPctOfProfits,AutoReg1Lags,
Turkey,E_LaborTaxPctOfProfits,AutoReg2Lags,
Turkey,E_LaborTaxPctOfProfits,AutoReg3Lags,
Turkey,E_LaborTaxPctOfProfits,Constant,
Turkey,E_ConsumerPriceInflation,Linear,
Turkey,E_ConsumerPriceInflation,Quadratic,
Turkey,E_ConsumerPriceInflation,Cubic,
Turkey,E_ConsumerPriceInflation,AutoReg1Lags,
Turkey,E_ConsumerPriceInflation,AutoReg2Lags,
Turkey,E_ConsumerPriceInflation,AutoReg3Lags,
Turkey,E_ConsumerPriceInflation,Constant,
Turkey,E_FemaleUnemployment,Linear,
Turkey,E_FemaleUnemployment,Quadratic,
Turkey,E_FemaleUnemployment,Cubic,
Turkey,E_FemaleUnemployment,AutoReg1Lags,
Turkey,E_FemaleUnemployment,AutoReg2Lags,
Turkey,E_FemaleUnemployment,AutoReg3Lags,
Turkey,E_FemaleUnemployment,Constant,
Turkey,E_ImportsPctOfGDP,Linear,
Turkey,E_ImportsPctOfGDP,Quadratic,
Turkey,E_ImportsPctOfGDP,Cubic,
Turkey,E_ImportsPctOfGDP,AutoReg1Lags,
Turkey,E_ImportsPctOfGDP,AutoReg2Lags,
Turkey,E_ImportsPctOfGDP,AutoReg3Lags,
Turkey,E_ImportsPctOfGDP,Constant,
Turkey,P_GovernmentEffectiveness,Linear,
Turkey,P_GovernmentEffectiveness,Quadratic,
Turkey,P_GovernmentEffectiveness,Cubic,
Turkey,P_GovernmentEffectiveness,AutoReg1Lags,
Turkey,P_GovernmentEffectiveness,AutoReg2Lags,
Turkey,P_GovernmentEffectiveness,AutoReg3Lags,
Turkey,P_GovernmentEffectiveness,Constant,
Turkey,P_ControlOfCorruption,Linear,
Turkey,P_ControlOfCorruption,Quadratic,
Turkey,P_ControlOfCorruption,Cubic,
Turkey,P_ControlOfCorruption,AutoReg1Lags,
Turkey,P_ControlOfCorruption,AutoReg2Lags,
Turkey,P_ControlOfCorruption,AutoReg3Lags,
Turkey,P_ControlOfCorruption,Constant,
Turkey,P_RuleOfLaw,Linear,
Turkey,P_RuleOfLaw,Quadratic,
Turkey,P_RuleOfLaw,Cubic,
Turkey,P_RuleOfLaw,AutoReg1Lags,
Turkey,P_RuleOfLaw,AutoReg2Lags,
Turkey,P_RuleOfLaw,AutoReg3Lags,
Turkey,P_RuleOfLaw,Constant,
Turkey,P_CleanElectionsIndex,Linear,
Turkey,P_CleanElectionsIndex,Quadratic,
Turkey,P_CleanElectionsIndex,Cubic,
Turkey,P_CleanElectionsIndex,AutoReg1Lags,
Turkey,P_CleanElectionsIndex,AutoReg2Lags,
Turkey,P_CleanElectionsIndex,AutoReg3Lags,
Turkey,P_CleanElectionsIndex,Constant,
Turkey,S_AccessToCleanFuelsPctOfTotal,Linear,
Turkey,S_AccessToCleanFuelsPctOfTotal,Quadratic,
Turkey,S_AccessToCleanFuelsPctOfTotal,Cubic,
Turkey,S_AccessToCleanFuelsPctOfTotal,AutoReg1Lags,
Turkey,S_AccessToCleanFuelsPctOfTotal,AutoReg2Lags,
Turkey,S_AccessToCleanFuelsPctOfTotal,AutoReg3Lags,
Turkey,S_AccessToCleanFuelsPctOfTotal,Constant,
Turkey,S_UrbanPopPctOfTotal,Linear,
Turkey,S_UrbanPopPctOfTotal,Quadratic,
Turkey,S_UrbanPopPctOfTotal,Cubic,
Turkey,S_UrbanPopPctOfTotal,AutoReg1Lags,
Turkey,S_UrbanPopPctOfTotal,AutoReg2Lags,
Turkey,S_UrbanPopPctOfTotal,AutoReg3Lags,
Turkey,S_UrbanPopPctOfTotal,Constant,
Turkey,S_AccessToElectricityPctOfTotal,Linear,
Turkey,S_AccessToElectricityPctOfTotal,Quadratic,
Turkey,S_AccessToElectricityPctOfTotal,Cubic,
Turkey,S_AccessToElectricityPctOfTotal,AutoReg1Lags,
Turkey,S_AccessToElectricityPctOfTotal,AutoReg2Lags,
Turkey,S_AccessToElectricityPctOfTotal,AutoReg3Lags,
Turkey,S_AccessToElectricityPctOfTotal,Constant,
Turkey,S_UpperSecEduPctOfTotal,Linear,
Turkey,S_UpperSecEduPctOfTotal,Quadratic,
Turkey,S_UpperSecEduPctOfTotal,Cubic,
Turkey,S_UpperSecEduPctOfTotal,AutoReg1Lags,
Turkey,S_UpperSecEduPctOfTotal,AutoReg2Lags,
Turkey,S_UpperSecEduPctOfTotal,AutoReg3Lags,
Turkey,S_UpperSecEduPctOfTotal,Constant,
Turkey,S_CompulsoryEducationYears,Linear,
Turkey,S_CompulsoryEducationYears,Quadratic,
Turkey,S_CompulsoryEducationYears,Cubic,
Turkey,S_CompulsoryEducationYears,AutoReg1Lags,
Turkey,S_CompulsoryEducationYears,AutoReg2Lags,
Turkey,S_CompulsoryEducationYears,AutoReg3Lags,
Turkey,S_CompulsoryEducationYears,Constant,
Turkey,S_LaborParticipRateFemale,Linear,
Turkey,S_LaborParticipRateFemale,Quadratic,
Turkey,S_LaborParticipRateFemale,Cubic,
Turkey,S_LaborParticipRateFemale,AutoReg1Lags,
Turkey,S_LaborParticipRateFemale,AutoReg2Lags,
Turkey,S_LaborParticipRateFemale,AutoReg3Lags,
Turkey,S_LaborParticipRateFemale,Constant,
Turkey,S_PopulationAged14OrLess,Linear,
Turkey,S_PopulationAged14OrLess,Quadratic,
Turkey,S_PopulationAged14OrLess,Cubic,
Turkey,S_PopulationAged14OrLess,AutoReg1Lags,
Turkey,S_PopulationAged14OrLess,AutoReg2Lags,
Turkey,S_PopulationAged14OrLess,AutoReg3Lags,
